end_id	source_record_id	source_end_id	author_tep_id	source_id	species	sample_id	assay	evidence_class	published_reference_accession	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	category	associated_gene	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_534985_r000123	TEP-122	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000122	TEP-122	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	534985	534984	534985	-	A	SGL_RS04345	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_539127_r000124	TEP-123	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000123	TEP-123	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	539127	539126	539127	-	P	SGL_RS04360	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_539169_r000125	TEP-124	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000124	TEP-124	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	539169	539168	539169	+	P	SGL_RS04355	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_539386_r000126	TEP-125	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000125	TEP-125	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	539386	539385	539386	+	A	SGL_RS04360	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_552947_r000127	TEP-126	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000126	TEP-126	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	552947	552946	552947	-	P	SGL_RS04440	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_555101_r000128	TEP-127	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000127	TEP-127	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	555101	555100	555101	+	P	SGL_RS04455	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_563503_r000129	TEP-128	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000128	TEP-128	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	563503	563502	563503	+	P	SGL_RS04500	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_566030_r000130	TEP-129	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000129	TEP-129	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	566030	566029	566030	+	U	SGL_RS04510	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_566835_r000131	TEP-130	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000130	TEP-130	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	566835	566834	566835	-	P	SGL_RS04515	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_566891_r000132	TEP-131	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000131	TEP-131	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	566891	566890	566891	-	S	SGL_RS04515	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_566912_r000133	TEP-132	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000132	TEP-132	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	566912	566911	566912	+	P	SGL_RS04510	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_568740_r000134	TEP-133	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000133	TEP-133	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	568740	568739	568740	-	I	SGL_RS04515	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_570891_r000135	TEP-134	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000134	TEP-134	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	570891	570890	570891	+	I	SGL_RS04530	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_570979_r000136	TEP-135	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000135	TEP-135	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	570979	570978	570979	+	I	SGL_RS04535	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_571410_r000137	TEP-136	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000136	TEP-136	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	571410	571409	571410	+	P	SGL_RS04545	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_571632_r000138	TEP-137	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000137	TEP-137	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	571632	571631	571632	-	A	SGL_RS04550	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_580541_r000139	TEP-138	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000138	TEP-138	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	580541	580540	580541	-	A	SGL_RS04590	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_596397_r000140	TEP-139	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000139	TEP-139	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	596397	596396	596397	+	P	SGL_RS04655	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_597212_r000141	TEP-140	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000140	TEP-140	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	597212	597211	597212	+	I	SGL_RS04660	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_597320_r000142	TEP-141	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000141	TEP-141	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	597320	597319	597320	+	P	SGL_RS04660	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_597378_r000143	TEP-142	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000142	TEP-142	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	597378	597377	597378	+	S	SGL_RS04660	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_598642_r000144	TEP-143	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000143	TEP-143	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	598642	598641	598642	+	P	SGL_RS04665	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_602932_r000145	TEP-144	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000144	TEP-144	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	602932	602931	602932	+	A	SGL_RS04685	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_603370_r000146	TEP-145	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000145	TEP-145	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	603370	603369	603370	-	P	SGL_RS04690	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_611049_r000147	TEP-146	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000146	TEP-146	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	611049	611048	611049	+	U	SGL_RS04720	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_612912_r000148	TEP-147	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000147	TEP-147	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	612912	612911	612912	+	P	SGL_RS04720	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_615158_r000149	TEP-148	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000148	TEP-148	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	615158	615157	615158	-	P	SGL_RS04740	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_620494_r000150	TEP-149	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000149	TEP-149	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	620494	620493	620494	+	P	SGL_RS04775	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_624103_r000151	TEP-150	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000150	TEP-150	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	624103	624102	624103	-	P	SGL_RS04795	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_631374_r000152	TEP-151	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000151	TEP-151	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	631374	631373	631374	-	I	SGL_RS04820	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_631758_r000153	TEP-152	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000152	TEP-152	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	631758	631757	631758	-	P	SGL_RS04825	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_631778_r000154	TEP-153	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000153	TEP-153	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	631778	631777	631778	-	S	SGL_RS04825	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_637565_r000155	TEP-154	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000154	TEP-154	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	637565	637564	637565	+	P	SGL_RS04850	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_637859_r000156	TEP-155	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000155	TEP-155	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	637859	637858	637859	-	P	SGL_RS04860	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_639338_r000157	TEP-156	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000156	TEP-156	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	639338	639337	639338	+	A	SGL_RS04865	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_640384_r000158	TEP-157	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000157	TEP-157	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	640384	640383	640384	-	I	SGL_RS04870	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_642092_r000159	TEP-158	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000158	TEP-158	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	642092	642091	642092	+	P	SGL_RS04875	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_646460_r000160	TEP-159	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000159	TEP-159	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	646460	646459	646460	-	A	SGL_RS04910	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_668695_r000161	TEP-160	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000160	TEP-160	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	668695	668694	668695	-	P	SGL_RS04975	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_671905_r000162	TEP-161	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000161	TEP-161	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	671905	671904	671905	+	U	SGL_RS04995	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_679629_r000163	TEP-162	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000162	TEP-162	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	679629	679628	679629	+	P	SGL_RS05035	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_700041_r000164	TEP-163	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000163	TEP-163	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	700041	700040	700041	+	I	SGL_RS05125	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_700968_r000165	TEP-164	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000164	TEP-164	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	700968	700967	700968	-	P	SGL_RS05130	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_701058_r000166	TEP-165	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000165	TEP-165	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	701058	701057	701058	-	S	SGL_RS05130	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_705270_r000167	TEP-166	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000166	TEP-166	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	705270	705269	705270	+	P	SGL_RS05145	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_723708_r000168	TEP-167	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000167	TEP-167	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	723708	723707	723708	-	S	SGL_RS05230	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_723897_r000169	TEP-168	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000168	TEP-168	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	723897	723896	723897	-	P	SGL_RS05230	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_724412_r000170	TEP-169	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000169	TEP-169	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	724412	724411	724412	-	P	SGL_RS05235	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_726178_r000171	TEP-170	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000170	TEP-170	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	726178	726177	726178	+	A	SGL_RS05240	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_726303_r000172	TEP-171	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000171	TEP-171	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	726303	726302	726303	-	P	SGL_RS05245	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_726939_r000173	TEP-172	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000172	TEP-172	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	726939	726938	726939	-	P	SGL_RS05250	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_minus_727630_r000174	TEP-173	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_R_000173	TEP-173	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	727630	727629	727630	-	U	SGL_RS05320	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_728654_r000175	TEP-174	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000174	TEP-174	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	728654	728653	728654	+	P	SGL_RS05255	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_729553_r000176	TEP-175	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000175	TEP-175	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	729553	729552	729553	+	P	SGL_RS05260	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_729974_r000177	TEP-176	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000176	TEP-176	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	729974	729973	729974	+	P	SGL_RS05265	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_019_BATTER_S1_019_PUBLISHED_TEP_NC_000911-1_plus_733482_r000178	TEP-177	BATTER_S1_019_2021_TERMSEQ_NC_000911_1_F_000177	TEP-177	BATTER_S1_019	Synechocystis sp. PCC 6803	BATTER_S1_019_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	NC_000911	NC_000911.1	733482	733481	733482	+	P	SGL_RS05285	34874777	10.1128/mSystems.00943-21	Table S5	author Position treated as 1-based; BED start=Position-1
