end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	intensity	category	associated_gene	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2279140_r000267	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000266	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000266	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2279140	2279139	2279140	-	-15.5979368	P	SLIV_09920	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2281143_r000268	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000267	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000267	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2281143	2281142	2281143	+	1.149236053	P	SLIV_09930	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2286286_r000269	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000268	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000268	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2286286	2286285	2286286	-	-132.2079183	P	SLIV_09955	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2286644_r000270	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000269	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000269	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2286644	2286643	2286644	-	-1.843004384	C	SLIV_09955	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2286928_r000271	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000270	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000270	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2286928	2286927	2286928	-	-0.485001154	P	SLIV_09965	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2287241_r000272	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000271	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000271	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2287241	2287240	2287241	+	10.76804219	P	SLIV_09960	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2288853_r000273	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000272	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000272	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2288853	2288852	2288853	-	-0.686384973	C	SLIV_09965	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2292611_r000274	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000273	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000273	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2292611	2292610	2292611	-	-0.380617565	A	SLIV_09970	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2292715_r000275	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000274	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000274	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2292715	2292714	2292715	-	-0.544576306	A	SLIV_09970	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2293163_r000276	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000275	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000275	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2293163	2293162	2293163	-	-67.27741799	P	SLIV_09975	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2297003_r000277	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000276	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000276	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2297003	2297002	2297003	-	-1.156619411	P	SLIV_09995	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2298493_r000278	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000277	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000277	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2298493	2298492	2298493	-	-1.253619641	C	SLIV_10000	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2302297_r000279	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000278	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000278	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2302297	2302296	2302297	+	0.485001154	P	SLIV_10015	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2302930_r000280	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000279	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000279	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2302930	2302929	2302930	-	-0.343192487	P	SLIV_10025	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2303128_r000281	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000280	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000280	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2303128	2303127	2303128	+	0.537192948	P	SLIV_10020	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2308741_r000282	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000281	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000281	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2308741	2308740	2308741	+	0.947343945	P	SLIV_10040	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2311849_r000283	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000282	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000282	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2311849	2311848	2311849	+	2.134513364	P	SLIV_10045	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2323747_r000284	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000283	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000283	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2323747	2323746	2323747	-	-6.849083015	P	SLIV_10085	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2325223_r000285	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000284	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000284	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2325223	2325222	2325223	-	-1.298428078	P	SLIV_10095	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2325657_r000286	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000285	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000285	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2325657	2325656	2325657	-	-40.94758018	P	SLIV_10100	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2328810_r000287	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000286	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000286	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2328810	2328809	2328810	-	-12.05119526	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2331294_r000288	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000287	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000287	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2331294	2331293	2331294	+	1.007427385	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2337286_r000289	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000288	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000288	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2337286	2337285	2337286	-	-0.671618257	S	SLIV_10145	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2337361_r000290	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000289	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000289	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2337361	2337360	2337361	-	-1.58942877	S	SLIV_10145	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2337464_r000291	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000290	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000290	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2337464	2337463	2337464	-	-8.386828279	P	SLIV_10145	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2338793_r000292	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000291	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000291	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2338793	2338792	2338793	-	-1.873046104	P	SLIV_10150	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2361526_r000293	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000292	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000292	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2361526	2361525	2361526	-	-3.813559006	P	SLIV_10230	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2369058_r000294	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000293	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000293	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2369058	2369057	2369058	+	8.723145695	P	SLIV_10245	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2372594_r000295	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000294	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000294	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2372594	2372593	2372594	-	-0.925193871	P	SLIV_10265	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2381375_r000296	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000295	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000295	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2381375	2381374	2381375	-	-0.440192717	P	SLIV_10305	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2387708_r000297	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000296	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000296	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2387708	2387707	2387708	-	-27.81282347	P	SLIV_10340	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2391315_r000298	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000297	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000297	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2391315	2391314	2391315	+	1.41808667	S	SLIV_10350	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2391348_r000299	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000298	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000298	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2391348	2391347	2391348	+	20.31938152	P	SLIV_10350	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2395540_r000300	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000299	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000299	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2395540	2395539	2395540	+	0.626809821	P	SLIV_10370	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_plus_2396293_r000301	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000300	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_F_000300	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2396293	2396292	2396293	+	15.74611225	P	SLIV_10375	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2401040_r000302	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000301	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000301	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2401040	2401039	2401040	-	-2.261047027	P	SLIV_10400	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2405200_r000303	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000302	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000302	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2405200	2405199	2405200	-	-10.35101612	P	SLIV_10410	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2407133_r000304	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000303	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000303	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2407133	2407132	2407133	-	-3.506775022	C	SLIV_10415	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2407995_r000305	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000304	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000304	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2407995	2407994	2407995	-	-38.12462232	C	SLIV_10420	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2408103_r000306	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000305	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000305	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2408103	2408102	2408103	-	-17.88750068	P	SLIV_10425	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2410094_r000307	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000306	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000306	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2410094	2410093	2410094	-	-1.171386127	C	SLIV_10430	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2419198_r000308	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000307	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000307	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2419198	2419197	2419198	-	-0.291000692	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2419536_r000309	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000308	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000308	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2419536	2419535	2419536	-	-0.335809128	N	-	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2420818_r000310	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000309	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000309	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2420818	2420817	2420818	-	-28.52748434	P	SLIV_10495	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2421244_r000311	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000310	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000310	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2421244	2421243	2421244	-	-1.432853387	C	SLIV_10495	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_007_LEE2019_TERMSEQ_PUBLISHED_TEP_CP009124-1_minus_2422805_r000312	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000311	BATTER_S1_007_LEE2019_TERMSEQ_CP009124_1_R_000311	BATTER_S1_007	Streptomyces lividans TK24	LEE2019_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP009124.1	2422805	2422804	2422805	-	-8.976721309	P	SLIV_10510	31555254	10.3389/fmicb.2019.02074	Supplementary Dataset 3 / Table_6.XLSX	author genomic Position treated as 1-based; BED start=Position-1
