end_id	source_record_id	source_end_id	author_tep_id	source_id	species	sample_id	assay	evidence_class	replicon_label	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	abundance	category	associated_gene	folding_free_energy_kcal_mol	average_readthrough_fraction	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1877115_r000284	TEP-0283	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000283	TEP-0283	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1877115	1877114	1877115	+	53.4317062	S	CRV15_07490	-28.65	0.13887265259088125	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1877265_r000285	TEP-0284	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000284	TEP-0284	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1877265	1877264	1877265	+	6.205861975	S	CRV15_07490	-15.74	0.05548451416803483	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1879390_r000286	TEP-0285	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000285	TEP-0285	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1879390	1879389	1879390	+	24.10819289	P	CRV15_07500	-27.33	0.06171518751610337	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1893673_r000287	TEP-0286	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000286	TEP-0286	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1893673	1893672	1893673	+	13.15708586	P	CRV15_07515	-11.28	0.00877351563424752	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1897711_r000288	TEP-0287	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000287	TEP-0287	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1897711	1897710	1897711	+	47.94056292	P	CRV15_07525	-37.97	0.4203863254379045	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1900440_r000289	TEP-0288	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000288	TEP-0288	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1900440	1900439	1900440	+	14.14652092	P	CRV15_07535	-13.39	1.136727734545655	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1900672_r000290	TEP-0289	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000289	TEP-0289	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1900672	1900671	1900672	+	7.462905841	S	CRV15_07535	-12.19	1.3512686161926675	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1904625_r000291	TEP-0290	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000290	TEP-0290	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1904625	1904624	1904625	+	3.67973825	P	CRV15_07550	-19.1	0.0857159268669235	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1906261_r000292	TEP-0291	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000291	TEP-0291	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1906261	1906260	1906261	-	-7.002117155	P	CRV15_07560	-22.79	0.05216243847122655	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1909076_r000293	TEP-0292	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000292	TEP-0292	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1909076	1909075	1909076	+	6.75475839	P	CRV15_07570	-8.36	1.20312506399175	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1911413_r000294	TEP-0293	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000293	TEP-0293	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1911413	1911412	1911413	-	-1.485795399	P	CRV15_07590	-17.06	0.03012014153090595	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1911675_r000295	TEP-0294	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000294	TEP-0294	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1911675	1911674	1911675	+	6.648043429	P	CRV15_07585	-13.83	0.19142040169034524	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1916974_r000296	TEP-0295	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000295	TEP-0295	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1916974	1916973	1916974	-	-3.749238747	P	CRV15_07610	-32.7	0.7234131489780993	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1928552_r000297	TEP-0296	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000296	TEP-0296	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1928552	1928551	1928552	-	-6.348148589	N	N	-13.44	0.6070141447415552	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1940005_r000298	TEP-0297	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000297	TEP-0297	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1940005	1940004	1940005	-	-680.2286264	P	CRV15_07700	-28.65	0.011310335576781076	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1940026_r000299	TEP-0298	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000298	TEP-0298	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1940026	1940025	1940026	-	-63.9291321	S	CRV15_07700	-6.69	0.011232133698017649	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1974001_r000300	TEP-0299	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000299	TEP-0299	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1974001	1974000	1974001	-	-2.793732531	P	CRV15_07845	-39.15	0.10206220886636494	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1974042_r000301	TEP-0300	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000300	TEP-0300	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1974042	1974041	1974042	+	59.42413825	P	CRV15_07840	-45.26	0.00523860396408534	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1983979_r000302	TEP-0301	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000301	TEP-0301	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1983979	1983978	1983979	-	-58.52609654	P	CRV15_07885	-39.39	0.0150350409828216	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1986617_r000303	TEP-0302	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000302	TEP-0302	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1986617	1986616	1986617	-	-13.50623116	Pre	CRV15_07890	-27.87	1.7817470980610195	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1986663_r000304	TEP-0303	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000303	TEP-0303	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1986663	1986662	1986663	-	-6.365113011	Pre	CRV15_07890	-21.54	3.2884614632418927	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1986724_r000305	TEP-0304	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000304	TEP-0304	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1986724	1986723	1986724	-	-120.1956072	Pre	CRV15_07890	-17.03	3.222715876315605	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1986738_r000306	TEP-0305	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000305	TEP-0305	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1986738	1986737	1986738	-	-35.72912641	Pre	CRV15_07890	-19.77	3.2817839751025697	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_1986775_r000307	TEP-0306	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000306	TEP-0306	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1986775	1986774	1986775	-	-9.494312036	Pre	CRV15_07890	-16.56	3.7618142583960847	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1988120_r000308	TEP-0307	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000307	TEP-0307	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1988120	1988119	1988120	+	4.950460919	P	CRV15_07895	-35.4	0.6196317622660978	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1989963_r000309	TEP-0308	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000308	TEP-0308	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1989963	1989962	1989963	+	11.04960793	P	CRV15_07905	-20.84	0.033745314955297576	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_1992515_r000310	TEP-0309	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000309	TEP-0309	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	1992515	1992514	1992515	+	2.864875838	P	CRV15_07925	-36.46	0.0056370220592620104	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_2005312_r000311	TEP-0310	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000310	TEP-0310	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2005312	2005311	2005312	+	20.06780967	Pre	CRV15_08000	-13.4	2.0479719999075225	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2005727_r000312	TEP-0311	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000311	TEP-0311	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2005727	2005726	2005727	-	-2.598909842	P	CRV15_08005	-14.1	0.025359477131710023	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_2005746_r000313	TEP-0312	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000312	TEP-0312	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2005746	2005745	2005746	+	24.91648406	P	CRV15_08000	-37.85	0.005372837399628	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2012470_r000314	TEP-0313	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000313	TEP-0313	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2012470	2012469	2012470	-	-3.412129444	P	CRV15_08030	-11.79	0.15756119013445125	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2014877_r000315	TEP-0314	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000314	TEP-0314	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2014877	2014876	2014877	-	-7.691657374	P	CRV15_08040	-28.79	0.20141575821934576	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_2015919_r000316	TEP-0315	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000315	TEP-0315	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2015919	2015918	2015919	+	4.403207313	Pre	CRV15_08050	-12.89	4.475631331767188	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_2019500_r000317	TEP-0316	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000316	TEP-0316	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2019500	2019499	2019500	+	3.430736675	P	CRV15_08055	-11.58	0.023723299225090092	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2019538_r000318	TEP-0317	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000317	TEP-0317	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2019538	2019537	2019538	-	-5.728108867	P	CRV15_08060	-3.55	0.010537992311014394	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2019988_r000319	TEP-0318	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000318	TEP-0318	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2019988	2019987	2019988	-	-3.464665519	P	CRV15_08065	-19.96	1.0724775555748285	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2024683_r000320	TEP-0319	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000319	TEP-0319	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2024683	2024682	2024683	-	-13.36887298	P	CRV15_08080	-31.64	0.0688685384702355	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2034007_r000321	TEP-0320	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000320	TEP-0320	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2034007	2034006	2034007	-	-207.4985337	S	CRV15_08135	-21.98	0.09344678021349975	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_2034053_r000322	TEP-0321	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000321	TEP-0321	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2034053	2034052	2034053	+	12.81504813	P	CRV15_08130	-27.02	0.14150507532765125	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2034055_r000323	TEP-0322	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000322	TEP-0322	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2034055	2034054	2034055	-	-232.8276624	P	CRV15_08135	-18.16	0.10298194760127768	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_2036133_r000324	TEP-0323	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000323	TEP-0323	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2036133	2036132	2036133	+	24.04415714	P	CRV15_08140	-26.8	0.061056595757404825	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2036231_r000325	TEP-0324	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000324	TEP-0324	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2036231	2036230	2036231	-	-11.77636262	P	CRV15_08145	-36.85	104.37871740019256	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_2036270_r000326	TEP-0325	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_F_000325	TEP-0325	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2036270	2036269	2036270	+	6.117754246	S	CRV15_08140	-35.28	0.00034254028405806354	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2039261_r000327	TEP-0326	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000326	TEP-0326	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2039261	2039260	2039261	-	-46.21615912	P	CRV15_08160	-35.39	0.07337132593433826	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2053929_r000328	TEP-0327	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000327	TEP-0327	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2053929	2053928	2053929	-	-13.42469467	P	CRV15_08235	-37.45	0.17315445222732873	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_2054020_r000329	TEP-0328	BATTER_S1_017_HWANG2021_TERMSEQ_CP027858_1_R_000328	TEP-0328	BATTER_S1_017	Streptomyces clavuligerus ATCC 27064	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	Chromosome	CP027858.1	2054020	2054019	2054020	-	-22.04996541	S	CRV15_08240	-11.42	0.12448366209671569	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1
