end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	gene_upstream	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1462240_r000339	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000338	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000338	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1462240	1462239	1462240	+	pnuC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1464569_r000340	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000339	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000339	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1464569	1464568	1464569	+	aroG	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1465985_r000341	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000340	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000340	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1465985	1465984	1465985	-	gpmA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1473847_r000342	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000341	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000341	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1473847	1473846	1473847	-	galM	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1478455_r000343	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000342	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000342	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1478455	1478454	1478455	-	modF	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1481237_r000344	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000343	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000343	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1481237	1481236	1481237	+	ybhT	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1482236_r000345	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000344	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000344	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1482236	1482235	1482236	+	modA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1483881_r000346	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000345	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000345	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1483881	1483880	1483881	-	ybhA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1483918_r000347	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000346	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000346	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1483918	1483917	1483918	+	modC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1485961_r000348	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000347	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000347	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1485961	1485960	1485961	-	Dda3937_03938	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1485991_r000349	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000348	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000348	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1485991	1485990	1485991	+	ybhE	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1487236_r000350	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000349	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000349	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1487236	1487235	1487236	-	Dda3937_03937	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1488569_r000351	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000350	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000350	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1488569	1488568	1488569	-	virK	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1489306_r000352	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000351	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000351	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1489306	1489305	1489306	-	metG	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1492849_r000353	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000352	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000352	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1492849	1492848	1492849	+	mrp	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1496245_r000354	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000353	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000353	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1496245	1496244	1496245	-	yegH	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1521662_r000355	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000354	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000354	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1521662	1521661	1521662	+	galF	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1524474_r000356	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000355	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000355	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1524474	1524473	1524474	+	gnd	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1525245_r000357	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000356	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000356	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1525245	1525244	1525245	+	Dda3937_03272	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1537215_r000358	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000357	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000357	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1537215	1537214	1537215	+	hmuS	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1538084_r000359	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000358	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000358	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1538084	1538083	1538084	+	hmuT	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1539020_r000360	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000359	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000359	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1539020	1539019	1539020	+	hmuU	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1542535_r000361	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000360	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000360	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1542535	1542534	1542535	+	Dda3937_00846	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1543884_r000362	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000361	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000361	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1543884	1543883	1543884	+	Dda3937_00845	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1543886_r000363	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000362	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000362	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1543886	1543885	1543886	-	Dda3937_00844	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1552986_r000364	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000363	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000363	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1552986	1552985	1552986	-	amn	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1555366_r000365	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000364	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000364	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1555366	1555365	1555366	+	hcpB	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1574865_r000366	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000365	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000365	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1574865	1574864	1574865	+	Dda3937_00817	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1576374_r000367	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000366	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000366	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1576374	1576373	1576374	+	Dda3937_00816	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1576807_r000368	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000367	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000367	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1576807	1576806	1576807	+	Dda3937_00815	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1578594_r000369	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000368	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000368	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1578594	1578593	1578594	+	Dda3937_00814	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1596994_r000370	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000369	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000369	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1596994	1596993	1596994	-	Dda3937_00800	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1597036_r000371	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000370	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000370	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1597036	1597035	1597036	+	Dda3937_00801	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1604715_r000372	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000371	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000371	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1604715	1604714	1604715	+	efeO	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1606362_r000373	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000372	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000372	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1606362	1606361	1606362	+	Dda3937_04512	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1636832_r000374	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000373	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000373	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1636832	1636831	1636832	-	Dda3937_00765	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1668469_r000375	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000374	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000374	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1668469	1668468	1668469	-	Dda3937_04314	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1677069_r000376	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000375	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000375	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1677069	1677068	1677069	+	Dda3937_00738	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1692380_r000377	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000376	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000376	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1692380	1692379	1692380	+	gltP	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1694431_r000378	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000377	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000377	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1694431	1694430	1694431	-	yghU	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1709014_r000379	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000378	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000378	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1709014	1709013	1709014	+	ydcW	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_minus_1713314_r000380	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000379	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_R_000379	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1713314	1713313	1713314	-	Dda3937_04085	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1740117_r000381	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000380	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000380	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1740117	1740116	1740117	+	acsF	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1742335_r000382	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000381	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000381	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1742335	1742334	1742335	+	acr	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1744346_r000383	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000382	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000382	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1744346	1744345	1744346	+	acsD	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1745572_r000384	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000383	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000383	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1745572	1745571	1745572	+	acsE	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1746965_r000385	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000384	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000384	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1746965	1746964	1746965	+	yhcA	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_020_E-MTAB-10482_PUBLISHED_TTS_NC_014500-1_plus_1748944_r000386	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000385	BATTER_S1_020_FORQUET2022_NANOPORE_NC_014500_1_F_000385	BATTER_S1_020	Dickeya dadantii 3937	E-MTAB-10482_PUBLISHED_TTS	Nanopore native RNA-seq	author_called_nanopore_native_rna_3prime_end	NC_014500.1	1748944	1748943	1748944	+	acsC	35491820	10.1128/mbio.00524-22	Supplementary Table S2D	author position treated as 1-based; BED start=position-1
