end_id	source_record_id	source_end_id	author_tep_id	source_id	species	sample_id	assay	evidence_class	published_reference_accession	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	category	associated_gene	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_845481_r000116	TEP-115	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000115	TEP-115	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	845481	845480	845481	+	P	HTZ78_04010	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_857432_r000117	TEP-116	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000116	TEP-116	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	857432	857431	857432	-	P	HTZ78_04065	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_866760_r000118	TEP-117	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000117	TEP-117	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	866760	866759	866760	+	P	HTZ78_04115	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_868388_r000119	TEP-118	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000118	TEP-118	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	868388	868387	868388	-	P	HTZ78_04135	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_868458_r000120	TEP-119	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000119	TEP-119	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	868458	868457	868458	+	P	tRNA13-Val	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_871510_r000121	TEP-120	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000120	TEP-120	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	871510	871509	871510	+	U	HTZ78_04140	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_924798_r000122	TEP-121	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000121	TEP-121	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	924798	924797	924798	-	P	HTZ78_04480	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_932310_r000123	TEP-122	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000122	TEP-122	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	932310	932309	932310	-	P	HTZ78_04515	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_936190_r000124	TEP-123	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000123	TEP-123	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	936190	936189	936190	+	P	HTZ78_04525	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_947437_r000125	TEP-124	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000124	TEP-124	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	947437	947436	947437	-	A	HTZ78_04565	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_957111_r000126	TEP-125	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000125	TEP-125	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	957111	957110	957111	+	U	HTZ78_04615	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_957656_r000127	TEP-126	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000126	TEP-126	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	957656	957655	957656	+	P	HTZ78_04615	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_970520_r000128	TEP-127	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000127	TEP-127	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	970520	970519	970520	+	U	HTZ78_04690	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_971449_r000129	TEP-128	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000128	TEP-128	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	971449	971448	971449	-	P	HTZ78_04695	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_971483_r000130	TEP-129	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000129	TEP-129	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	971483	971482	971483	+	P	HTZ78_04690	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_974657_r000131	TEP-130	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000130	TEP-130	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	974657	974656	974657	-	P	HTZ78_04715	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_978225_r000132	TEP-131	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000131	TEP-131	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	978225	978224	978225	-	N	-	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_978407_r000133	TEP-132	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000132	TEP-132	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	978407	978406	978407	-	N	-	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_978632_r000134	TEP-133	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000133	TEP-133	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	978632	978631	978632	+	U	HTZ78_04735	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_981830_r000135	TEP-134	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000134	TEP-134	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	981830	981829	981830	+	P	HTZ78_04755	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_983399_r000136	TEP-135	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000135	TEP-135	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	983399	983398	983399	-	I	HTZ78_04760	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1007732_r000137	TEP-136	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000136	TEP-136	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1007732	1007731	1007732	-	A	HTZ78_04870	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1010345_r000138	TEP-137	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000137	TEP-137	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1010345	1010344	1010345	-	P	HTZ78_04890	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1011413_r000139	TEP-138	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000138	TEP-138	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1011413	1011412	1011413	-	P	HTZ78_04895	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1014634_r000140	TEP-139	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000139	TEP-139	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1014634	1014633	1014634	-	P	HTZ78_04915	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1015065_r000141	TEP-140	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000140	TEP-140	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1015065	1015064	1015065	-	P	HTZ78_04920	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1022422_r000142	TEP-141	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000141	TEP-141	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1022422	1022421	1022422	+	P	HTZ78_04950	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1042419_r000143	TEP-142	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000142	TEP-142	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1042419	1042418	1042419	+	U	HTZ78_05050	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1042990_r000144	TEP-143	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000143	TEP-143	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1042990	1042989	1042990	-	P	HTZ78_05055	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1043031_r000145	TEP-144	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000144	TEP-144	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1043031	1043030	1043031	+	P	HTZ78_05050	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1068089_r000146	TEP-145	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000145	TEP-145	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1068089	1068088	1068089	+	A	HTZ78_05190	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1074277_r000147	TEP-146	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000146	TEP-146	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1074277	1074276	1074277	+	P	tRNA14-Arg	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1074848_r000148	TEP-147	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000147	TEP-147	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1074848	1074847	1074848	+	P	HTZ78_05225	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1074986_r000149	TEP-148	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000148	TEP-148	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1074986	1074985	1074986	-	P	HTZ78_05235	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1075016_r000150	TEP-149	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000149	TEP-149	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1075016	1075015	1075016	-	S	HTZ78_05235	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1076397_r000151	TEP-150	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000150	TEP-150	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1076397	1076396	1076397	+	P	HTZ78_05240	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1084001_r000152	TEP-151	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000151	TEP-151	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1084001	1084000	1084001	+	P	HTZ78_05265	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1088978_r000153	TEP-152	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000152	TEP-152	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1088978	1088977	1088978	-	P	HTZ78_05295	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1104609_r000154	TEP-153	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000153	TEP-153	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1104609	1104608	1104609	+	P	HTZ78_05370	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1122438_r000155	TEP-154	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000154	TEP-154	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1122438	1122437	1122438	+	P	HTZ78_05450	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1122453_r000156	TEP-155	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000155	TEP-155	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1122453	1122452	1122453	-	P	HTZ78_05455	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1126945_r000157	TEP-156	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000156	TEP-156	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1126945	1126944	1126945	+	P	HTZ78_05485	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1129480_r000158	TEP-157	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000157	TEP-157	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1129480	1129479	1129480	+	U	HTZ78_05500	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1153012_r000159	TEP-158	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000158	TEP-158	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1153012	1153011	1153012	+	P	HTZ78_05575	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1164508_r000160	TEP-159	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000159	TEP-159	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1164508	1164507	1164508	+	A	HTZ78_05630	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1181425_r000161	TEP-160	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000160	TEP-160	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1181425	1181424	1181425	-	P	HTZ78_05705	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1181836_r000162	TEP-161	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000161	TEP-161	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1181836	1181835	1181836	+	A	HTZ78_05705	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1193462_r000163	TEP-162	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000162	TEP-162	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1193462	1193461	1193462	-	I	HTZ78_05775	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1207504_r000164	TEP-163	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000163	TEP-163	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1207504	1207503	1207504	+	P	HTZ78_05835	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1210945_r000165	TEP-164	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000164	TEP-164	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1210945	1210944	1210945	-	P	HTZ78_05860	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1217964_r000166	TEP-165	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000165	TEP-165	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1217964	1217963	1217964	+	A	HTZ78_05890	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_plus_1227704_r000167	TEP-166	BATTER_S1_018_2021_TERMSEQ_CP054306_1_F_000166	TEP-166	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1227704	1227703	1227704	+	I	HTZ78_05930	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1245458_r000168	TEP-167	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000167	TEP-167	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1245458	1245457	1245458	-	P	tRNA15-Val	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1276814_r000169	TEP-168	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000168	TEP-168	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1276814	1276813	1276814	-	N	-	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
BTED_BATTER_S1_018_BATTER_S1_018_PUBLISHED_TEP_CP054306-1_minus_1280277_r000170	TEP-169	BATTER_S1_018_2021_TERMSEQ_CP054306_1_R_000169	TEP-169	BATTER_S1_018	Synechocystis sp. PCC 7338	BATTER_S1_018_PUBLISHED_TEP	Term-seq	author_called_termseq_tep	CP054306	CP054306.1	1280277	1280276	1280277	-	P	HTZ78_06190	34054774	10.3389/fmicb.2021.667450	Supplementary Data S2	author Position treated as 1-based; BED start=Position-1
