end_id	source_record_id	site_id	source_id	species	assay	evidence_class	published_replicon	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	observed_log	log_average_read_count	observed_transition_stationary	transition_stationary_average_read_count	log_classification	transition_stationary_classification	terminator_score_log	terminator_score_transition_stationary	metadata_conflict_between_conditions	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_118741_r000274	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_118741	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_118741	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	118741	118740	118741	-	1	2005.516667	0		internal,		3.76641130519184		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_119247_r000275	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_119247	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_119247	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	119247	119246	119247	-	1	3673.513333	0		internal,		1.23518164711641		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_119603_r000276	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_119603	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_119603	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	119603	119602	119603	-	1	1010.961333	0		internal,		1.10437530143275		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_120590_r000277	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_120590	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_120590	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	120590	120589	120590	-	1	11903.5	1	3129.822333	orphan	orphan	2.23752431178594	2.23752431178594	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_121678_r000278	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_121678	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_121678	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	121678	121677	121678	-	1	1543.118	0		internal,		6.64480964464969		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_122493_r000279	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_122493	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_122493	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	122493	122492	122493	-	1	4332.146667	0		primary, internal,		undefined		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_122494_r000280	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_122494	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_122494	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	122494	122493	122494	-	0		1	7307.546667		internal,		undefined	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_123715_r000281	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_123715	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_123715	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	123715	123714	123715	-	0		1	1984.473333		internal,		1.54973207853691	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_123958_r000282	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_123958	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_123958	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	123958	123957	123958	-	1	2348.04	1	649.5853333	internal,	internal,	1.07606022394927	1.07606022394927	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_124286_r000283	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_124286	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_124286	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	124286	124285	124286	-	1	1493.077667	0		primary, internal,		1.31042602915646		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_124351_r000284	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_124351	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_124351	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	124351	124350	124351	-	0		1	1328.916667		internal,		1.27990608384722	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_124538_r000285	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_124538	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_124538	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	124538	124537	124538	-	1	5043.123333	0		internal,		3.32044498986746		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_125149_r000286	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_125149	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_125149	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	125149	125148	125149	-	1	2265.883333	1	10949.79	primary, internal,	primary, internal,	1.58386638593803	1.58386638593803	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_125836_r000287	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_125836	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_125836	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	125836	125835	125836	-	1	1046.289333	0		internal,		1.11865311458681		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_126212_r000288	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_126212	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_126212	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	126212	126211	126212	-	1	1194.178	0		internal,		2.65157478826462		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_126914_r000289	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_126914	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_126914	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	126914	126913	126914	-	1	7320.61	0		internal,		1.06083473938236		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_127081_r000290	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_127081	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_127081	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	127081	127080	127081	-	1	8789.173333	1	5493.293333	internal,	internal,	2.96960388066712	2.96960388066712	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_127565_r000291	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_127565	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_127565	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	127565	127564	127565	-	1	1269.638	0		internal,		2.04440438066043		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_127992_r000292	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_127992	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_127992	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	127992	127991	127992	-	1	3031.286667	1	1574.156667	internal,	internal,	1.52892294167425	1.52892294167425	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_128325_r000293	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_128325	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_128325	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	128325	128324	128325	-	1	1380.51	0		internal,		1.82102993941983		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_129539_r000294	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_129539	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_129539	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	129539	129538	129539	-	1	1413.426667	0		internal,		1.30289541324929		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_129762_r000295	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_129762	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_129762	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	129762	129761	129762	-	1	2093.376667	0		internal,		1.08979521002923		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_130048_r000296	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_130048	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_130048	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	130048	130047	130048	-	1	1453.560667	0		internal,		2.74425329209973		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_130431_r000297	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_130431	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_130431	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	130431	130430	130431	-	0		1	2098.43		internal,		1.11357731967547	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_130432_r000298	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_130432	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_130432	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	130432	130431	130432	-	1	4566.01	0		internal,		1.11357731967547		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_130620_r000299	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_130620	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_130620	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	130620	130619	130620	-	0		1	1093.643		internal,		1.39571298529645	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_131007_r000300	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_131007	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_131007	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	131007	131006	131007	-	1	58412.73333	1	6651.063333	internal,	internal,	1.5042446061138	1.5042446061138	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_133036_r000301	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_133036	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_133036	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	133036	133035	133036	-	1	1510.29	0		internal,		2.19396448025169		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_133438_r000302	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_133438	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_133438	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	133438	133437	133438	-	1	1065.996667	0		internal,		1.00187633776231		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_135797_r000303	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_135797	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_135797	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	135797	135796	135797	-	1	6764.83	0		primary, antisense,		4.09636979548196		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_135798_r000304	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_135798	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_135798	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	135798	135797	135798	-	0		1	18914.7		primary, internal, antisense,		4.09636979548196	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_136644_r000305	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_136644	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_136644	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	136644	136643	136644	-	1	1469.172	0		internal,		1.01733658428122		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_137521_r000306	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_137521	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_137521	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	137521	137520	137521	-	1	1345.183333	0		internal,		1.97570289649231		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_137841_r000307	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_137841	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_137841	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	137841	137840	137841	-	1	2273.477667	0		orphan		2.15432514668712		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_137842_r000308	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_137842	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_137842	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	137842	137841	137842	-	0		1	1987.537667		orphan		1.25203264738796	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_138328_r000309	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_138328	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_138328	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	138328	138327	138328	-	1	1397.724	0		orphan		1.52568853347718		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_138339_r000310	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_138339	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_138339	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	138339	138338	138339	-	0		1	898.793		primary,		1.54130067373308	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_139040_r000311	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_139040	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_139040	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	139040	139039	139040	-	1	3679.216667	0		internal,		4.47125018324004		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_139042_r000312	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_139042	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_139042	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	139042	139041	139042	-	0		1	2381.88		internal,		2.07404616624025	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_139462_r000313	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_139462	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_139462	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	139462	139461	139462	-	1	1873.236	0		primary, internal,		1.35635507392515		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_139465_r000314	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_139465	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_139465	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	139465	139464	139465	-	0		1	2000.393333		internal,		1.35635507392515	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_141586_r000315	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_141586	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_141586	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	141586	141585	141586	-	1	1103.730667	1	1388.938	internal,	internal,	1.01860565009842	1.01860565009842	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_141788_r000316	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_141788	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_141788	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	141788	141787	141788	-	1	13300.4	0		internal,		1.30523880680609		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_141831_r000317	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_141831	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_141831	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	141831	141830	141831	-	0		1	3844.643333		internal,		2.41044209130914	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_144393_r000318	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_144393	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_144393	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	144393	144392	144393	-	0		1	917.0336667		antisense,		1.68946944379304	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_144667_r000319	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_144667	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_144667	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	144667	144666	144667	-	1	2791.53	0		internal,		1.12278888386651		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_146213_r000320	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_146213	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_146213	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	146213	146212	146213	-	0		1	705.439		internal,		undefined	0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
BTED_BATTER_S1_021_LOG_AND_TRANSITION_STATIONARY_NC_001318-1_minus_146427_r000321	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_146427	BATTER_S1_021_ADAMS2023_SITE_NC_001318_1_R_146427	BATTER_S1_021	Borreliella burgdorferi B31	3-prime RNA-seq	author_called_3prime_rnaseq_end_unique_site	chr	NC_001318.1	146427	146426	146427	-	1	1524.296667	0		internal,		1.85906500160312		0	37402717	10.1038/s41467-023-39576-1	Supplementary Data 1: log + TS-stationary	author position treated as 1-based; BED start=position-1
