end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	base_mean	log2_fold_change	fold_change	pvalue	padj	cluster_start_1based	cluster_end_1based	notes	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_972577_r000243	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000242	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000242	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	972577	972576	972577	+	9.03821293831394	0.268897096939699	1.2048863710403979	0.632560431452959	NA	972577	972577		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_972679_r000244	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000243	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000243	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	972679	972678	972679	+	1.36658874623406	0.801339383435418	1.7427182977758964	0.115902585377993	NA	972679	972679		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_973007_r000245	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000244	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000244	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	973007	973006	973007	+	193.300777028373	-0.570645351435676	0.6733155311792021	0.0229814103791787	0.292800191497685	973004	973035		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_973047_r000246	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000245	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000245	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	973047	973046	973047	+	43.6559615025601	-0.117384917262319	0.9218571296386073	0.748599251245403	0.989892979973962	973046	973057		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_973085_r000247	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000246	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000246	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	973085	973084	973085	+	6.23274983144202	-0.171480234812924	0.8879311779674469	0.769335432784082	NA	973085	973091		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_978695_r000248	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000247	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000247	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	978695	978694	978695	+	1.26231313310819	0.770009396968626	1.705280890816654	0.125848881716007	NA	978695	978695		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_979175_r000249	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000248	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000248	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	979175	979174	979175	+	15.0459412829806	-0.770870490849802	0.586063749775448	0.123501806932101	0.69194571362512	979172	979175		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_979208_r000250	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000249	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000249	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	979208	979207	979208	+	9.86032035053804	-0.744690615604838	0.5967958400180948	0.186986250131309	NA	979208	979212		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_979288_r000251	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000250	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000250	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	979288	979287	979288	+	4.11488839161162	-0.258396167774515	0.8360167960248835	0.667482772005189	NA	979287	979288		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_984391_r000252	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000251	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000251	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	984391	984390	984391	+	2.46929416568275	0.508484978053108	1.4225555381531134	0.385628546281824	NA	984391	984391		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_984667_r000253	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000252	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000252	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	984667	984666	984667	+	4.14991971983822	0.172207355122758	1.1267811664333873	0.774574065701398	NA	984667	984667		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_984813_r000254	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000253	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000253	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	984813	984812	984813	+	3.53468460647572	0.356209668886788	1.280058433008011	0.552064677408279	NA	984813	984813		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_985574_r000255	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000254	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000254	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	985574	985573	985574	+	1.84899469131235	0.574918326212572	1.489593131955577	0.299619631446589	NA	985574	985574		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_985602_r000256	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000255	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000255	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	985602	985601	985602	+	11.6772349399497	-0.0496816813962524	0.9661494782171507	0.925738320736085	0.990525606013104	985601	985602		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_990870_r000257	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000256	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000256	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	990870	990869	990870	+	17.5809350992487	0.467416239731278	1.3826310593360727	0.330251362027355	0.899169588454343	990869	990876		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_991256_r000258	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000257	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000257	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991256	991255	991256	-	15.1472587725145	-0.540238153317724	0.6876573844505428	0.28012304840738	0.858916243263175	991256	991258		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991402_r000259	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000258	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000258	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991402	991401	991402	+	35971.7983901963	-0.363835895220247	0.7770956574285365	0.0711280605520722	0.535010351001523	991348	991441		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991492_r000260	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000259	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000259	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991492	991491	991492	+	1.36658874623406	0.801339383435418	1.7427182977758964	0.115902585377993	NA	991492	991492		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991545_r000261	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000260	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000260	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991545	991544	991545	+	42.955860682102	1.08556174258788	2.1222016441563634	0.0115157244489353	0.214130227591014	991543	991558		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991574_r000262	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000261	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000261	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991574	991573	991574	+	10.7428392557682	0.820332582172504	1.765813015705004	0.133386697250655	0.702174613404461	991570	991575		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991607_r000263	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000262	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000262	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991607	991606	991607	+	24.0202247289966	-0.033591533649914	0.9769851009605542	0.940985052424498	0.990963581138074	991604	991607		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991655_r000264	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000263	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000263	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991655	991654	991655	+	4.10003050548824	0.083888401488158	1.0598707947753385	0.888996149129497	NA	991655	991655		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991691_r000265	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000264	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000264	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991691	991690	991691	+	1.96611512806233	0.0379254011686419	1.026636459060664	0.946359429098798	NA	991691	991691		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991710_r000266	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000265	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000265	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991710	991709	991710	+	9.13292012943616	0.174829491397322	1.1288309831454983	0.757276494985719	NA	991709	991711		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991733_r000267	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000266	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000266	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991733	991732	991733	+	27.7048799095181	0.582792163682541	1.4977451519814398	0.193980971777228	0.797484878541493	991722	991733		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991769_r000268	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000267	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000267	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991769	991768	991769	+	63.991588904444	0.837787115135059	1.7873065693245909	0.0165253563134181	0.244091571581985	991758	991781		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_991795_r000269	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000268	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000268	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	991795	991794	991795	+	5.07079625046856	-0.257349540886674	0.8366235182358138	0.665318290812721	NA	991795	991798		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_995384_r000270	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000269	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000269	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	995384	995383	995384	+	3.19649427169661	-0.299883165301574	0.8123181781769475	0.613475899727969	NA	995384	995384		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_996048_r000271	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000270	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000270	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	996048	996047	996048	+	5.40008248065018	-0.181683921411705	0.8816733016549553	0.75931503424065	NA	996047	996048		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1006963_r000272	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000271	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000271	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1006963	1006962	1006963	+	2.0845726594711	1.14863286374014	2.217037025020142	0.0391728915543232	NA	1006963	1006963		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1007727_r000273	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000272	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000272	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1007727	1007726	1007727	-	11442.4502503829	-0.28381273377556	0.8214173163098886	0.171117740404732	0.752955906188085	1007720	1007740		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1011013_r000274	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000273	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000273	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1011013	1011012	1011013	-	2.17892598345305	-0.310663598482611	0.8062708123879382	0.590071981576128	NA	1011013	1011013		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1023410_r000275	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000274	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000274	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1023410	1023409	1023410	+	1.45231551535723	0.84783253117862	1.7997949262913124	0.10145401448692	NA	1023410	1023410		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1025347_r000276	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000275	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000275	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1025347	1025346	1025347	+	4.35214411191463	-0.192566131333101	0.8750478827272898	0.748518587989329	NA	1025347	1025347		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_1028219_r000277	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000276	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000276	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1028219	1028218	1028219	+	2.32269712010528	0.322933869160595	1.2508717408337944	0.568374264507899	NA	1028219	1028219		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1030183_r000278	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000277	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000277	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1030183	1030182	1030183	-	2.77354753094748	-0.280720639956304	0.82317972841584	0.635291486810604	NA	1030183	1030183		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1031343_r000279	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000278	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000278	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1031343	1031342	1031343	-	36.8762367491826	-0.0378730559570195	0.974089975831448	0.921352976840655	0.990454450103704	1031343	1031346		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1043937_r000280	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000279	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000279	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1043937	1043936	1043937	-	80.3194214174883	0.0414604167032835	1.0291550964867617	0.892927170358448	0.989892979973962	1043935	1043938		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1043954_r000281	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000280	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000280	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1043954	1043953	1043954	-	15.7830207807143	0.0797254928475052	1.0568169367929883	0.873933650007726	0.989892979973962	1043954	1043954		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1044079_r000282	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000281	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000281	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1044079	1044078	1044079	-	1.38315529038311	-0.867490994072024	0.5480992273044559	0.0925509298870962	NA	1044079	1044079		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1044819_r000283	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000282	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000282	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1044819	1044818	1044819	-	8.19902825085336	-0.152187317925274	0.899885082126205	0.789392610666519	NA	1044819	1044819		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1044996_r000284	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000283	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000283	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1044996	1044995	1044996	-	6.25209935616715	-0.253621338278324	0.8387883108975772	0.663995150839592	NA	1044996	1044996		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_1045054_r000285	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000284	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000284	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	1045054	1045053	1045054	-	1.23408409188313	-0.790085762591488	0.5783097126746609	0.115577190227414	NA	1045054	1045054		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
