end_id	source_record_id	source_end_id	author_tts_id	source_id	species	sample_id	assay	evidence_class	published_sequence_label	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	condition_A	condition_B	condition_C	condition_D	condition_E	condition_F	conditions_detected	matched_predicted_terminator	location_class	pmid	doi	source_table	processing_filter	coordinate_interpretation
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_203495_r000200	TERM_0199	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000199	TERM_0199	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	203495	203494	203495	-	0	0	0	0	0	1	1		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_203737_r000201	TERM_0200	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000200	TERM_0200	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	203737	203736	203737	-	0	0	0	0	0	1	1		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204045_r000202	TERM_0201	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000201	TERM_0201	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204045	204044	204045	-	0	0	0	0	1	1	2		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204046_r000203	TERM_0202	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000202	TERM_0202	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204046	204045	204046	-	0	0	0	0	0	1	1		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204135_r000204	TERM_0203	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000203	TERM_0203	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204135	204134	204135	-	0	0	0	0	0	1	1		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204164_r000205	TERM_0204	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000204	TERM_0204	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204164	204163	204164	-	0	0	0	0	1	1	2		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204165_r000206	TERM_0205	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000205	TERM_0205	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204165	204164	204165	-	0	0	0	0	1	1	2		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204183_r000207	TERM_0206	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000206	TERM_0206	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204183	204182	204183	-	1	0	1	0	1	0	3	PreTerm_170	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204184_r000208	TERM_0207	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000207	TERM_0207	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204184	204183	204184	-	1	0	1	0	1	0	3	PreTerm_170	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204185_r000209	TERM_0208	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000208	TERM_0208	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204185	204184	204185	-	1	0	1	0	1	0	3	PreTerm_170	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204186_r000210	TERM_0209	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000209	TERM_0209	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204186	204185	204186	-	0	0	0	1	0	0	1	PreTerm_170	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204187_r000211	TERM_0210	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000210	TERM_0210	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204187	204186	204187	-	0	0	1	1	1	0	3	PreTerm_170	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204188_r000212	TERM_0211	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000211	TERM_0211	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204188	204187	204188	-	0	0	0	1	0	0	1	PreTerm_170	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204241_r000213	TERM_0212	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000212	TERM_0212	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204241	204240	204241	-	1	0	1	0	1	1	4	PreTerm_172	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204242_r000214	TERM_0213	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000213	TERM_0213	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204242	204241	204242	-	0	0	1	1	1	1	4	PreTerm_172	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204243_r000215	TERM_0214	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000214	TERM_0214	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204243	204242	204243	-	1	1	1	1	1	1	6	PreTerm_172	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204244_r000216	TERM_0215	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000215	TERM_0215	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204244	204243	204244	-	0	0	0	1	0	0	1	PreTerm_172	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204278_r000217	TERM_0216	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000216	TERM_0216	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204278	204277	204278	-	1	0	1	0	1	0	3		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204305_r000218	TERM_0217	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000217	TERM_0217	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204305	204304	204305	-	1	0	1	1	1	1	5		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204460_r000219	TERM_0218	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000218	TERM_0218	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204460	204459	204460	-	0	0	0	0	0	1	1		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204469_r000220	TERM_0219	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000219	TERM_0219	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204469	204468	204469	-	0	0	0	0	0	1	1		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204542_r000221	TERM_0220	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000220	TERM_0220	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204542	204541	204542	-	0	0	0	0	1	0	1		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204585_r000222	TERM_0221	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000221	TERM_0221	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204585	204584	204585	-	1	0	0	0	1	0	2		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204638_r000223	TERM_0222	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000222	TERM_0222	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204638	204637	204638	-	0	0	1	0	1	0	2		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204817_r000224	TERM_0223	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000223	TERM_0223	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204817	204816	204817	-	1	0	0	0	0	0	1		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204925_r000225	TERM_0224	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000224	TERM_0224	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204925	204924	204925	-	0	0	0	0	1	0	1		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204926_r000226	TERM_0225	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000225	TERM_0225	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204926	204925	204926	-	0	0	1	0	0	0	1		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_204960_r000227	TERM_0226	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000226	TERM_0226	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	204960	204959	204960	-	1	0	0	0	1	0	2		d1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_216806_r000228	TERM_0227	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_F_000227	TERM_0227	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	216806	216805	216806	+	0	0	1	1	0	0	2		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_216807_r000229	TERM_0228	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_F_000228	TERM_0228	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	216807	216806	216807	+	1	0	1	0	1	0	3		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_216808_r000230	TERM_0229	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_F_000229	TERM_0229	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	216808	216807	216808	+	0	0	1	0	0	0	1		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_217669_r000231	TERM_0230	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_F_000230	TERM_0230	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	217669	217668	217669	+	1	0	1	1	1	1	5		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_217686_r000232	TERM_0231	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_F_000231	TERM_0231	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	217686	217685	217686	+	0	0	0	0	0	1	1	PreTerm_187	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_228819_r000233	TERM_0232	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_F_000232	TERM_0232	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	228819	228818	228819	+	0	1	0	0	0	1	2	PreTerm_191	b	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_228820_r000234	TERM_0233	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_F_000233	TERM_0233	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	228820	228819	228820	+	0	0	0	0	0	1	1	PreTerm_191	b	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_228822_r000235	TERM_0234	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_F_000234	TERM_0234	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	228822	228821	228822	+	0	0	0	0	0	1	1	PreTerm_191	b	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_230638_r000236	TERM_0235	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000235	TERM_0235	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	230638	230637	230638	-	0	1	0	0	1	1	3	PreTerm_195	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_230796_r000237	TERM_0236	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_R_000236	TERM_0236	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	230796	230795	230796	-	0	1	0	0	0	1	2		c	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_233991_r000238	TERM_0237	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_F_000237	TERM_0237	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	233991	233990	233991	+	0	0	0	0	1	0	1	PreTerm_197	a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_234223_r000239	TERM_0238	BATTER_S1_009_VERA2020_TERMSEQ_CP023715_1_F_000238	TERM_0238	BATTER_S1_009	Zymomonas mobilis subsp. mobilis ZM4	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_termseq_tts_processing_filtered	ZM4	CP023715.1	234223	234222	234223	+	0	0	1	0	0	0	1		a1	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	candidate 3-prime ends with adjacent downstream 5-prime-monophosphoryl sites and tRNA-overlapping sites removed	author legend states 1-based; BED start=position-1
